STATION,NAME,DATE,TAVG
USC00040144,"ALTADENA, CA US",2022,
USC00040144,"ALTADENA, CA US",2023,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2020,67.9
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2021,65.9
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022,67.2
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2023,65
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2020,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2021,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2023,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2020,66.7
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2021,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022,68.6
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2023,63.9
USW00023191,"AVALON CATALINA AIRPORT, CA US",2020,63.8
USW00023191,"AVALON CATALINA AIRPORT, CA US",2021,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2023,61.1
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2020,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2021,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022,
USC00042090,"COVINA CITY YARD FC387B, CA US",2020,
USC00042090,"COVINA CITY YARD FC387B, CA US",2021,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022,
USC00042090,"COVINA CITY YARD FC387B, CA US",2023,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2020,62.7
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2021,62.3
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022,62.7
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2023,58.2
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2020,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2021,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2023,
USC00047326,"REDONDO BEACH, CA US",2020,63.4
USC00047326,"REDONDO BEACH, CA US",2021,61.9
USC00047326,"REDONDO BEACH, CA US",2022,63.2
USC00047326,"REDONDO BEACH, CA US",2023,62.1
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2020,61.2
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2021,62.9
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022,62
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2023,58.8
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2020,64.2
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2021,63.6
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022,64.4
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2023,60.7
USC00048014,"SAUGUS POWER PLANT 1, CA US",2020,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2021,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2023,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2020,67.3
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2021,66.7
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022,67.4
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2023,64.7
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2020,60.5
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2021,60.5
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022,
US1CALA0023,"DIAMOND BAR 1.9 NNE, CA US",2020,
US1CALA0023,"DIAMOND BAR 1.9 NNE, CA US",2021,
USW00003159,"LANCASTER, CA US",2020,63
USW00003159,"LANCASTER, CA US",2021,64.1
USW00003159,"LANCASTER, CA US",2022,63.9
USW00003159,"LANCASTER, CA US",2023,61.5
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2020,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2021,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2023,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2020,65.1
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2021,64.2
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022,65.1
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2023,62.3
USC00049152,"U C L A, CA US",2020,66
USC00049152,"U C L A, CA US",2021,64.8
USC00049152,"U C L A, CA US",2022,65.9
USC00049152,"U C L A, CA US",2023,63.2
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2020,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2021,62.1
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022,63.6
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2023,61.7
USW00023182,"PALMDALE AIRPORT, CA US",2020,63.9
USW00023182,"PALMDALE AIRPORT, CA US",2021,
USW00023182,"PALMDALE AIRPORT, CA US",2022,64.1
USW00023182,"PALMDALE AIRPORT, CA US",2023,61.2
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2020,64.1
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2021,63.4
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022,63.7
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2023,59.9
USC00046719,"PASADENA, CA US",2020,68.4
USC00046719,"PASADENA, CA US",2021,68.3
USC00046719,"PASADENA, CA US",2022,69.6
USC00046719,"PASADENA, CA US",2023,66.5
USR0000CACT,"ACTON CALIFORNIA, CA US",2020,62.9
USR0000CACT,"ACTON CALIFORNIA, CA US",2021,
USR0000CACT,"ACTON CALIFORNIA, CA US",2023,60
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2020,66.9
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2021,66.1
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022,67.2
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2023,63.5
USW00023187,"SANDBERG, CA US",2020,
USW00023187,"SANDBERG, CA US",2021,62.1
USW00023187,"SANDBERG, CA US",2022,
USW00023187,"SANDBERG, CA US",2023,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2020,63.2
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2021,61.8
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022,63.3
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2023,61.5
US1CALA0068,"ARTESIA 0.5 W, CA US",2020,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2020,68.5
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2021,67.3
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022,68.5
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2023,64.9
