STATION,NAME,DATE,TAVG
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2011,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2012,64.7
USC00040144,"ALTADENA, CA US",2006,
USC00040144,"ALTADENA, CA US",2007,
USC00040144,"ALTADENA, CA US",2008,
USC00040144,"ALTADENA, CA US",2009,
USC00040144,"ALTADENA, CA US",2010,
USC00040144,"ALTADENA, CA US",2011,
USC00043452,"GLENDORA FC 287B, CA US",2006,
USC00043452,"GLENDORA FC 287B, CA US",2008,
USC00043452,"GLENDORA FC 287B, CA US",2009,
USC00043452,"GLENDORA FC 287B, CA US",2010,
US1CALA0011,"REDONDO BEACH 2.6 S, CA US",2010,
US1CALA0011,"REDONDO BEACH 2.6 S, CA US",2011,
US1CALA0011,"REDONDO BEACH 2.6 S, CA US",2012,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2006,66.2
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2007,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2009,66.4
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2010,64.6
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2011,65.8
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2010,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2011,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2012,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2006,65.3
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2007,64.8
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2008,65.8
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2009,65.3
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2010,64
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2011,63.7
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2012,65.6
USW00023191,"AVALON CATALINA AIRPORT, CA US",2006,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2007,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2008,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2009,61.6
USW00023191,"AVALON CATALINA AIRPORT, CA US",2010,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2011,60.3
USW00023191,"AVALON CATALINA AIRPORT, CA US",2012,62.3
USC00042090,"COVINA CITY YARD FC387B, CA US",2006,
USC00042090,"COVINA CITY YARD FC387B, CA US",2007,
USC00042090,"COVINA CITY YARD FC387B, CA US",2008,
USC00042090,"COVINA CITY YARD FC387B, CA US",2009,
USC00042090,"COVINA CITY YARD FC387B, CA US",2010,
USC00042090,"COVINA CITY YARD FC387B, CA US",2011,
USC00044628,"LA CRESCENTA FC251C, CA US",2006,
USC00044628,"LA CRESCENTA FC251C, CA US",2007,
USC00044628,"LA CRESCENTA FC251C, CA US",2008,
USC00044628,"LA CRESCENTA FC251C, CA US",2009,
USC00044628,"LA CRESCENTA FC251C, CA US",2010,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2006,59.8
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2007,60.7
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2009,60.3
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2010,58.4
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2011,58.9
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2012,61.6
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2010,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2011,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2012,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2006,59.7
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2007,60.8
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2008,60.2
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2009,59.7
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2010,58.7
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2011,58.4
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2012,60.8
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2006,63.3
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2007,63.5
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2008,63.9
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2009,63.3
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2010,61.4
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2011,61.6
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2006,
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2007,
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2008,
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2009,
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2010,
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2011,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2006,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2007,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2008,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2009,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2010,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2011,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2006,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2007,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2008,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2009,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2010,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2011,
USC00042198,"CRYSTAL LAKE FC238C, CA US",2009,
USC00042198,"CRYSTAL LAKE FC238C, CA US",2010,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2006,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2007,65.2
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2008,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2009,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2010,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2011,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2012,66.7
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2006,58
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2007,59
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2008,59.2
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2010,57
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2011,57.2
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2012,59.5
USW00003159,"LANCASTER, CA US",2006,61.7
USW00003159,"LANCASTER, CA US",2007,62.7
USW00003159,"LANCASTER, CA US",2008,
USW00003159,"LANCASTER, CA US",2009,61.7
USW00003159,"LANCASTER, CA US",2010,61.1
USW00003159,"LANCASTER, CA US",2011,60.4
USW00003159,"LANCASTER, CA US",2012,63.3
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2006,63.8
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2007,63.8
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2008,64.7
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2009,63.8
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2010,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2012,
USC00049152,"U C L A, CA US",2006,64.4
USC00049152,"U C L A, CA US",2007,64.1
USC00049152,"U C L A, CA US",2008,64.9
USC00049152,"U C L A, CA US",2009,64.8
USC00049152,"U C L A, CA US",2010,63.1
USC00049152,"U C L A, CA US",2011,63.4
USC00049152,"U C L A, CA US",2012,64.2
USC00046161,"NEWHALL 5 NW, CA US",2006,65.5
USC00046161,"NEWHALL 5 NW, CA US",2007,
USC00046161,"NEWHALL 5 NW, CA US",2008,66.4
USC00046161,"NEWHALL 5 NW, CA US",2009,65.6
USC00046161,"NEWHALL 5 NW, CA US",2010,63.3
USC00046161,"NEWHALL 5 NW, CA US",2011,64.2
USC00046161,"NEWHALL 5 NW, CA US",2012,66.6
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2006,63.2
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2007,62.2
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2008,62.9
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2009,62.9
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2010,61.3
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2011,61.2
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2012,62.9
USW00023182,"PALMDALE AIRPORT, CA US",2006,61.9
USW00023182,"PALMDALE AIRPORT, CA US",2007,63.2
USW00023182,"PALMDALE AIRPORT, CA US",2008,62.9
USW00023182,"PALMDALE AIRPORT, CA US",2009,62.7
USW00023182,"PALMDALE AIRPORT, CA US",2010,61.6
USW00023182,"PALMDALE AIRPORT, CA US",2011,61.1
USW00023182,"PALMDALE AIRPORT, CA US",2012,64
USC00047050,"POMONA FAIRPLEX, CA US",2006,
USC00047050,"POMONA FAIRPLEX, CA US",2007,
USC00047050,"POMONA FAIRPLEX, CA US",2008,
USC00047050,"POMONA FAIRPLEX, CA US",2009,
USC00047050,"POMONA FAIRPLEX, CA US",2011,64
USC00047050,"POMONA FAIRPLEX, CA US",2012,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2006,61.7
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2007,62.3
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2008,62.8
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2009,64.1
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2010,60.9
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2011,61.1
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2012,63.1
USC00046719,"PASADENA, CA US",2006,
USC00046719,"PASADENA, CA US",2007,66.4
USC00046719,"PASADENA, CA US",2008,67.5
USC00046719,"PASADENA, CA US",2009,67.6
USC00046719,"PASADENA, CA US",2010,66.3
USC00046719,"PASADENA, CA US",2011,66.1
USC00046719,"PASADENA, CA US",2012,68.2
USR0000CACT,"ACTON CALIFORNIA, CA US",2006,61.6
USR0000CACT,"ACTON CALIFORNIA, CA US",2007,61.6
USR0000CACT,"ACTON CALIFORNIA, CA US",2009,62.5
USR0000CACT,"ACTON CALIFORNIA, CA US",2010,
USR0000CACT,"ACTON CALIFORNIA, CA US",2011,60.1
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2006,65.4
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2007,65.6
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2008,66.1
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2009,65.2
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2010,63.6
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2011,63.9
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2012,66.3
USW00023187,"SANDBERG, CA US",2006,57
USW00023187,"SANDBERG, CA US",2007,57.7
USW00023187,"SANDBERG, CA US",2008,57
USW00023187,"SANDBERG, CA US",2009,56.4
USW00023187,"SANDBERG, CA US",2010,54.8
USW00023187,"SANDBERG, CA US",2011,
USW00023187,"SANDBERG, CA US",2012,58.7
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2006,62.5
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2007,62.1
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2008,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2009,62.5
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2010,60.9
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2011,60
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2012,62
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2006,67.2
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2009,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2011,66.5
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2012,68.6
