STATION,NAME,DATE,TAVG
USC00042494,"DOWNEY FIRE STATION FC107C, CA US",2004,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2004,64
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2005,64.1
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2003,63.8
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2004,63.1
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2005,62.2
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2003,58.1
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2004,56.7
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2005,56.5
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2004,62.1
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2005,60.9
USC00046602,"PACOIMA DAM FC33A E, CA US",2004,
USC00046602,"PACOIMA DAM FC33A E, CA US",2005,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2003,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2004,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2005,
USC00046006,"MOUNT WILSON CBS, CA US",2004,
USC00046006,"MOUNT WILSON CBS, CA US",2005,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2003,65.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2004,65.4
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2005,65.1
USC00045790,"MONTEBELLO, CA US",2003,
USC00045790,"MONTEBELLO, CA US",2004,
USC00045790,"MONTEBELLO, CA US",2005,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2004,64.6
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2005,64.5
USC00040144,"ALTADENA, CA US",2004,
USC00043452,"GLENDORA FC 287B, CA US",2004,
USC00043452,"GLENDORA FC 287B, CA US",2005,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2004,65.3
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2005,65.6
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2003,65.5
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2004,64.7
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2005,64.8
USW00023191,"AVALON CATALINA AIRPORT, CA US",2003,61.8
USW00023191,"AVALON CATALINA AIRPORT, CA US",2004,60.3
USW00023191,"AVALON CATALINA AIRPORT, CA US",2005,60.2
USC00042090,"COVINA CITY YARD FC387B, CA US",2004,
USC00042090,"COVINA CITY YARD FC387B, CA US",2005,
USC00044628,"LA CRESCENTA FC251C, CA US",2004,
USC00044628,"LA CRESCENTA FC251C, CA US",2005,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2003,61.7
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2004,60.1
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2005,59.4
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2003,60.7
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2004,59.2
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2005,58.6
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2003,63.8
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2004,62.4
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2005,62.4
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2004,
USC00049660,"WHITTIER CITY YARD FC106C, CA US",2005,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2004,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",2005,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2005,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2003,64.6
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2004,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2005,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2003,58.8
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2004,57.2
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2005,57
USW00003159,"LANCASTER, CA US",2003,62.7
USW00003159,"LANCASTER, CA US",2004,62.3
USW00003159,"LANCASTER, CA US",2005,61.9
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2003,64.5
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2004,63.8
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2005,63.4
USC00049152,"U C L A, CA US",2003,64.1
USC00049152,"U C L A, CA US",2004,63.8
USC00049152,"U C L A, CA US",2005,63.8
USC00046161,"NEWHALL 5 NW, CA US",2003,64.5
USC00046161,"NEWHALL 5 NW, CA US",2004,
USC00046161,"NEWHALL 5 NW, CA US",2005,64
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2003,63
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2004,62.5
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2005,62.9
USW00023182,"PALMDALE AIRPORT, CA US",2003,63.4
USW00023182,"PALMDALE AIRPORT, CA US",2004,
USW00023182,"PALMDALE AIRPORT, CA US",2005,61.4
USC00047050,"POMONA FAIRPLEX, CA US",2003,66.1
USC00047050,"POMONA FAIRPLEX, CA US",2004,
USC00047050,"POMONA FAIRPLEX, CA US",2005,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2003,62.8
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2004,61.2
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2005,60.8
USC00046719,"PASADENA, CA US",2003,67
USC00046719,"PASADENA, CA US",2004,66.4
USC00046719,"PASADENA, CA US",2005,
USR0000CACT,"ACTON CALIFORNIA, CA US",2003,
USR0000CACT,"ACTON CALIFORNIA, CA US",2005,60.5
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2003,66.1
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2004,65
USW00023187,"SANDBERG, CA US",2003,57.2
USW00023187,"SANDBERG, CA US",2004,56.5
USW00023187,"SANDBERG, CA US",2005,56
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2003,62.8
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2004,62.8
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2005,62.1
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2004,66.5
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2005,66.2
